Time, NodeID, Gender, AgeYears, IndividualProp=Risk, NumIndividuals, NumInfected
38,2,M,80, High,260,0
38,2,M,80, Low,112,0
38,2,M,125, High,50,0
38,2,M,125, Low,21,0
38,2,F,40, High,1410,0
38,2,F,40, Low,652,0
38,2,F,80, High,247,0
38,2,F,80, Low,96,0
38,2,F,125, High,52,0
38,2,F,125, Low,35,0
38,1,M,40, High,408,0
38,1,M,40, Low,1617,62
38,1,M,80, High,80,0
38,1,M,80, Low,303,16
38,1,M,125, High,22,0
38,1,M,125, Low,52,1
38,1,F,40, High,407,0
38,1,F,40, Low,1649,73
38,1,F,80, High,83,0
38,1,F,80, Low,302,9
38,1,F,125, High,21,0
38,1,F,125, Low,56,4
39,2,M,40, High,1430,0
39,2,M,40, Low,635,0
39,2,M,80, High,260,0
39,2,M,80, Low,112,0
39,2,M,125, High,50,0
39,2,M,125, Low,21,0
39,2,F,40, High,1410,0
39,2,F,40, Low,652,0
39,2,F,80, High,247,0
39,2,F,80, Low,96,0
39,2,F,125, High,52,0
39,2,F,125, Low,35,0
39,1,M,40, High,408,0
39,1,M,40, Low,1617,50
39,1,M,80, High,80,0
39,1,M,80, Low,303,19
39,1,M,125, High,22,0
39,1,M,125, Low,52,1
39,1,F,40, High,407,0
39,1,F,40, Low,1649,65
39,1,F,80, High,83,0
39,1,F,80, Low,302,6
39,1,F,125, High,21,0
39,1,F,125, Low,56,2
40,2,M,40, High,1430,0
40,2,M,40, Low,635,0
40,2,M,80, High,260,0
40,2,M,80, Low,112,0
40,2,M,125, High,50,0
40,2,M,125, Low,21,0
40,2,F,40, High,1410,0
40,2,F,40, Low,652,0
40,2,F,80, High,247,0
40,2,F,80, Low,96,0
40,2,F,125, High,52,0
40,2,F,125, Low,35,0
40,1,M,40, High,408,0
40,1,M,40, Low,1617,46
40,1,M,80, High,80,0
40,1,M,80, Low,303,14
40,1,M,125, High,22,0
40,1,M,125, Low,52,0
40,1,F,40, High,407,0
40,1,F,40, Low,1649,66
40,1,F,80, High,83,0
40,1,F,80, Low,302,5
40,1,F,125, High,21,0
40,1,F,125, Low,56,2
41,2,M,40, High,1430,0
41,2,M,40, Low,635,0
41,2,M,80, High,260,0
41,2,M,80, Low,112,0
41,2,M,125, High,50,0
41,2,M,125, Low,21,0
41,2,F,40, High,1410,0
41,2,F,40, Low,652,0
41,2,F,80, High,247,0
41,2,F,80, Low,96,0
41,2,F,125, High,52,0
41,2,F,125, Low,35,0
41,1,M,40, High,408,0
41,1,M,40, Low,1616,43
41,1,M,80, High,80,0
41,1,M,80, Low,304,13
41,1,M,125, High,22,0
41,1,M,125, Low,52,0
41,1,F,40, High,407,0
41,1,F,40, Low,1649,66
41,1,F,80, High,83,0
41,1,F,80, Low,302,6
41,1,F,125, High,21,0
41,1,F,125, Low,56,2
42,2,M,40, High,1430,0
42,2,M,40, Low,635,0
42,2,M,80, High,260,0
42,2,M,80, Low,112,0
42,2,M,125, High,50,0
42,2,M,125, Low,21,0
42,2,F,40, High,1410,0
42,2,F,40, Low,652,0
42,2,F,80, High,247,0
42,2,F,80, Low,96,0
42,2,F,125, High,52,0
42,2,F,125, Low,35,0
42,1,M,40, High,408,0
42,1,M,40, Low,1616,47
42,1,M,80, High,80,0
42,1,M,80, Low,304,12
42,1,M,125, High,22,0
42,1,M,125, Low,52,0
42,1,F,40, High,407,0
42,1,F,40, Low,1649,54
42,1,F,80, High,83,0
42,1,F,80, Low,302,5
42,1,F,125, High,21,0
42,1,F,125, Low,56,2
43,2,M,40, High,1430,0
43,2,M,40, Low,635,0
43,2,M,80, High,260,0
43,2,M,80, Low,112,0
43,2,M,125, High,50,0
43,2,M,125, Low,21,0
43,2,F,40, High,1410,0
43,2,F,40, Low,652,0
43,2,F,80, High,247,0
43,2,F,80, Low,96,0
43,2,F,125, High,52,0
43,2,F,125, Low,35,0
43,1,M,40, High,408,0
43,1,M,40, Low,1616,52
43,1,M,80, High,80,0
43,1,M,80, Low,304,8
43,1,M,125, High,22,0
43,1,M,125, Low,52,0
43,1,F,40, High,407,0
43,1,F,40, Low,1649,48
43,1,F,80, High,83,0
43,1,F,80, Low,302,7
43,1,F,125, High,21,0
43,1,F,125, Low,56,1
44,2,M,40, High,1430,0
44,2,M,40, Low,635,0
44,2,M,80, High,260,0
44,2,M,80, Low,112,0
44,2,M,125, High,50,0
44,2,M,125, Low,21,0
44,2,F,40, High,1410,0
44,2,F,40, Low,652,0
44,2,F,80, High,247,0
44,2,F,80, Low,96,0
44,2,F,125, High,52,0
44,2,F,125, Low,35,0
44,1,M,40, High,408,0
44,1,M,40, Low,1616,45
44,1,M,80, High,80,0
44,1,M,80, Low,304,8
44,1,M,125, High,22,0
44,1,M,125, Low,52,0
44,1,F,40, High,407,0
44,1,F,40, Low,1649,44
44,1,F,80, High,83,0
44,1,F,80, Low,302,10
44,1,F,125, High,21,0
44,1,F,125, Low,56,0
45,2,M,40, High,1430,0
45,2,M,40, Low,635,0
45,2,M,80, High,260,0
45,2,M,80, Low,112,0
45,2,M,125, High,50,0
45,2,M,125, Low,21,0
45,2,F,40, High,1410,0
45,2,F,40, Low,652,0
45,2,F,80, High,247,0
45,2,F,80, Low,96,0
45,2,F,125, High,52,0
45,2,F,125, Low,35,0
45,1,M,40, High,408,0
45,1,M,40, Low,1616,41
45,1,M,80, High,80,0
45,1,M,80, Low,304,9
45,1,M,125, High,22,0
45,1,M,125, Low,52,0
45,1,F,40, High,407,0
45,1,F,40, Low,1649,42
45,1,F,80, High,83,0
45,1,F,80, Low,302,11
45,1,F,125, High,21,0
45,1,F,125, Low,56,1
46,2,M,40, High,1430,0
46,2,M,40, Low,635,0
46,2,M,80, High,260,0
46,2,M,80, Low,112,0
46,2,M,125, High,50,0
46,2,M,125, Low,21,0
46,2,F,40, High,1410,0
46,2,F,40, Low,652,0
46,2,F,80, High,247,0
46,2,F,80, Low,96,0
46,2,F,125, High,52,0
46,2,F,125, Low,35,0
46,1,M,40, High,408,0
46,1,M,40, Low,1616,37
46,1,M,80, High,80,0
46,1,M,80, Low,304,6
46,1,M,125, High,22,0
46,1,M,125, Low,52,0
46,1,F,40, High,407,0
46,1,F,40, Low,1649,34
46,1,F,80, High,83,0
46,1,F,80, Low,302,7
46,1,F,125, High,21,0
46,1,F,125, Low,56,2
47,2,M,40, High,1430,0
47,2,M,40, Low,635,0
47,2,M,80, High,260,0
47,2,M,80, Low,112,0
47,2,M,125, High,50,0
47,2,M,125, Low,21,0
47,2,F,40, High,1410,0
47,2,F,40, Low,652,0
47,2,F,80, High,247,0
47,2,F,80, Low,96,0
47,2,F,125, High,52,0
47,2,F,125, Low,35,0
47,1,M,40, High,408,0
47,1,M,40, Low,1616,37
47,1,M,80, High,80,0
47,1,M,80, Low,304,6
47,1,M,125, High,22,0
47,1,M,125, Low,52,0
47,1,F,40, High,407,0
47,1,F,40, Low,1649,26
47,1,F,80, High,83,0
47,1,F,80, Low,302,6
47,1,F,125, High,21,0
47,1,F,125, Low,56,2
48,2,M,40, High,1430,0
48,2,M,40, Low,635,0
48,2,M,80, High,260,0
48,2,M,80, Low,112,0
48,2,M,125, High,50,0
48,2,M,125, Low,21,0
48,2,F,40, High,1410,0
48,2,F,40, Low,652,0
48,2,F,80, High,247,0
48,2,F,80, Low,96,0
48,2,F,125, High,52,0
48,2,F,125, Low,35,0
48,1,M,40, High,408,0
48,1,M,40, Low,1616,30
48,1,M,80, High,80,0
48,1,M,80, Low,304,6
48,1,M,125, High,22,0
48,1,M,125, Low,52,0
48,1,F,40, High,407,0
48,1,F,40, Low,1649,27
48,1,F,80, High,83,0
48,1,F,80, Low,302,4
48,1,F,125, High,21,0
48,1,F,125, Low,56,2
49,2,M,40, High,1430,0
49,2,M,40, Low,635,0
49,2,M,80, High,260,0
49,2,M,80, Low,112,0
49,2,M,125, High,50,0
49,2,M,125, Low,21,0
49,2,F,40, High,1410,0
49,2,F,40, Low,652,0
49,2,F,80, High,247,0
49,2,F,80, Low,96,0
49,2,F,125, High,52,0
49,2,F,125, Low,35,0
49,1,M,40, High,408,0
49,1,M,40, Low,1616,23
49,1,M,80, High,80,0
49,1,M,80, Low,304,6
49,1,M,125, High,22,0
49,1,M,125, Low,52,0
49,1,F,40, High,407,0
49,1,F,40, Low,1649,21
49,1,F,80, High,83,0
49,1,F,80, Low,302,3
49,1,F,125, High,21,0
49,1,F,125, Low,56,0
50,2,M,40, High,1430,0
50,2,M,40, Low,635,0
50,2,M,80, High,260,0
50,2,M,80, Low,112,0
50,2,M,125, High,50,0
50,2,M,125, Low,21,0
50,2,F,40, High,1410,0
50,2,F,40, Low,652,0
50,2,F,80, High,247,0
50,2,F,80, Low,96,0
50,2,F,125, High,52,0
50,2,F,125, Low,35,0
50,1,M,40, High,408,0
50,1,M,40, Low,1616,21
50,1,M,80, High,80,0
50,1,M,80, Low,304,5
50,1,M,125, High,22,0
50,1,M,125, Low,52,0
50,1,F,40, High,407,0
50,1,F,40, Low,1649,14
50,1,F,80, High,83,0
50,1,F,80, Low,302,5
50,1,F,125, High,21,0
50,1,F,125, Low,56,0
51,2,M,40, High,1430,0
51,2,M,40, Low,635,0
51,2,M,80, High,260,0
51,2,M,80, Low,112,0
51,2,M,125, High,50,0
51,2,M,125, Low,21,0
51,2,F,40, High,1410,0
51,2,F,40, Low,652,0
51,2,F,80, High,247,0
51,2,F,80, Low,96,0
51,2,F,125, High,52,0
51,2,F,125, Low,35,0
51,1,M,40, High,408,0
51,1,M,40, Low,1616,17
51,1,M,80, High,80,0
51,1,M,80, Low,304,1
51,1,M,125, High,22,0
51,1,M,125, Low,52,0
51,1,F,40, High,407,0
51,1,F,40, Low,1649,14
51,1,F,80, High,83,0
51,1,F,80, Low,302,4
51,1,F,125, High,21,0
51,1,F,125, Low,56,0
52,2,M,40, High,1430,0
52,2,M,40, Low,635,0
52,2,M,80, High,260,0
52,2,M,80, Low,112,0
52,2,M,125, High,50,0
52,2,M,125, Low,21,0
52,2,F,40, High,1410,0
52,2,F,40, Low,652,0
52,2,F,80, High,247,0
52,2,F,80, Low,96,0
52,2,F,125, High,52,0
52,2,F,125, Low,35,0
52,1,M,40, High,408,0
52,1,M,40, Low,1616,18
52,1,M,80, High,80,0
52,1,M,80, Low,304,1
52,1,M,125, High,22,0
52,1,M,125, Low,52,0
52,1,F,40, High,407,0
52,1,F,40, Low,1648,15
52,1,F,80, High,83,0
52,1,F,80, Low,303,4
52,1,F,125, High,21,0
52,1,F,125, Low,56,0
53,2,M,40, High,1430,0
53,2,M,40, Low,635,0
53,2,M,80, High,260,0
53,2,M,80, Low,112,0
53,2,M,125, High,50,0
53,2,M,125, Low,21,0
53,2,F,40, High,1410,0
53,2,F,40, Low,652,0
53,2,F,80, High,247,0
53,2,F,80, Low,96,0
53,2,F,125, High,52,0
53,2,F,125, Low,35,0
53,1,M,40, High,408,0
53,1,M,40, Low,1616,20
53,1,M,80, High,80,0
53,1,M,80, Low,304,1
53,1,M,125, High,22,0
53,1,M,125, Low,52,0
53,1,F,40, High,407,0
53,1,F,40, Low,1648,11
53,1,F,80, High,83,0
53,1,F,80, Low,303,4
53,1,F,125, High,21,0
53,1,F,125, Low,56,0
54,2,M,40, High,1430,0
54,2,M,40, Low,635,0
54,2,M,80, High,260,0
54,2,M,80, Low,112,0
54,2,M,125, High,50,0
54,2,M,125, Low,21,0
54,2,F,40, High,1410,0
54,2,F,40, Low,652,0
54,2,F,80, High,247,0
54,2,F,80, Low,96,0
54,2,F,125, High,52,0
54,2,F,125, Low,35,0
54,1,M,40, High,408,0
54,1,M,40, Low,1616,15
54,1,M,80, High,80,0
54,1,M,80, Low,304,2
54,1,M,125, High,22,0
54,1,M,125, Low,52,0
54,1,F,40, High,407,0
54,1,F,40, Low,1648,9
54,1,F,80, High,83,0
54,1,F,80, Low,303,1
54,1,F,125, High,21,0
54,1,F,125, Low,56,0
55,2,M,40, High,1430,0
55,2,M,40, Low,635,0
55,2,M,80, High,260,0
55,2,M,80, Low,112,0
55,2,M,125, High,50,0
55,2,M,125, Low,21,0
55,2,F,40, High,1410,0
55,2,F,40, Low,652,0
55,2,F,80, High,247,0
55,2,F,80, Low,96,0
55,2,F,125, High,52,0
55,2,F,125, Low,35,0
55,1,M,40, High,408,0
55,1,M,40, Low,1616,15
55,1,M,80, High,80,0
55,1,M,80, Low,304,1
55,1,M,125, High,22,0
55,1,M,125, Low,52,1
55,1,F,40, High,407,0
55,1,F,40, Low,1647,10
55,1,F,80, High,83,0
55,1,F,80, Low,304,2
55,1,F,125, High,21,0
55,1,F,125, Low,56,0
56,2,M,40, High,1430,0
56,2,M,40, Low,635,0
56,2,M,80, High,260,0
56,2,M,80, Low,112,0
56,2,M,125, High,50,0
56,2,M,125, Low,21,0
56,2,F,40, High,1410,0
56,2,F,40, Low,652,0
56,2,F,80, High,247,0
56,2,F,80, Low,96,0
56,2,F,125, High,52,0
56,2,F,125, Low,35,0
56,1,M,40, High,408,0
56,1,M,40, Low,1616,11
56,1,M,80, High,80,0
56,1,M,80, Low,304,0
56,1,M,125, High,22,0
56,1,M,125, Low,52,1
56,1,F,40, High,407,0
56,1,F,40, Low,1647,8
56,1,F,80, High,83,0
56,1,F,80, Low,304,2
56,1,F,125, High,21,0
56,1,F,125, Low,56,0
57,2,M,40, High,1430,0
57,2,M,40, Low,635,0
57,2,M,80, High,260,0
57,2,M,80, Low,112,0
57,2,M,125, High,50,0
57,2,M,125, Low,21,0
57,2,F,40, High,1410,0
57,2,F,40, Low,652,0
57,2,F,80, High,247,0
57,2,F,80, Low,96,0
57,2,F,125, High,52,0
57,2,F,125, Low,35,0
57,1,M,40, High,408,0
57,1,M,40, Low,1616,12
57,1,M,80, High,80,0
57,1,M,80, Low,304,0
57,1,M,125, High,22,0
57,1,M,125, Low,52,0
57,1,F,40, High,407,0
57,1,F,40, Low,1647,5
57,1,F,80, High,83,0
57,1,F,80, Low,304,2
57,1,F,125, High,21,0
57,1,F,125, Low,56,0
58,2,M,40, High,1430,0
58,2,M,40, Low,635,0
58,2,M,80, High,260,0
58,2,M,80, Low,112,0
58,2,M,125, High,50,0
58,2,M,125, Low,21,0
58,2,F,40, High,1410,0
58,2,F,40, Low,652,0
58,2,F,80, High,247,0
58,2,F,80, Low,96,0
58,2,F,125, High,52,0
58,2,F,125, Low,35,0
58,1,M,40, High,408,0
58,1,M,40, Low,1616,13
58,1,M,80, High,80,0
58,1,M,80, Low,304,2
58,1,M,125, High,22,0
58,1,M,125, Low,52,0
58,1,F,40, High,407,0
58,1,F,40, Low,1647,7
58,1,F,80, High,83,0
58,1,F,80, Low,304,1
58,1,F,125, High,21,0
58,1,F,125, Low,56,1
59,2,M,40, High,1430,0
59,2,M,40, Low,635,0
59,2,M,80, High,260,0
59,2,M,80, Low,112,0
59,2,M,125, High,50,0
59,2,M,125, Low,21,0
59,2,F,40, High,1410,0
59,2,F,40, Low,652,0
59,2,F,80, High,247,0
59,2,F,80, Low,96,0
59,2,F,125, High,52,0
59,2,F,125, Low,35,0
59,1,M,40, High,408,0
59,1,M,40, Low,1616,14
59,1,M,80, High,80,0
59,1,M,80, Low,304,2
59,1,M,125, High,22,0
59,1,M,125, Low,52,0
59,1,F,40, High,407,0
59,1,F,40, Low,1647,7
59,1,F,80, High,83,0
59,1,F,80, Low,304,1
59,1,F,125, High,21,0
59,1,F,125, Low,56,0
60,2,M,40, High,1430,0
60,2,M,40, Low,635,0
60,2,M,80, High,260,0
60,2,M,80, Low,112,0
60,2,M,125, High,50,0
60,2,M,125, Low,21,0
60,2,F,40, High,1410,0
60,2,F,40, Low,652,0
60,2,F,80, High,247,0
60,2,F,80, Low,96,0
60,2,F,125, High,52,0
60,2,F,125, Low,35,0
60,1,M,40, High,408,0
60,1,M,40, Low,1616,15
60,1,M,80, High,80,0
60,1,M,80, Low,304,2
60,1,M,125, High,22,0
60,1,M,125, Low,52,0
60,1,F,40, High,407,0
60,1,F,40, Low,1647,7
60,1,F,80, High,83,0
60,1,F,80, Low,304,3
60,1,F,125, High,21,0
60,1,F,125, Low,56,0
61,2,M,40, High,1430,0
61,2,M,40, Low,635,0
61,2,M,80, High,260,0
61,2,M,80, Low,112,0
61,2,M,125, High,50,0
61,2,M,125, Low,21,0
61,2,F,40, High,1410,0
61,2,F,40, Low,652,0
61,2,F,80, High,247,0
61,2,F,80, Low,96,0
61,2,F,125, High,52,0
61,2,F,125, Low,35,0
61,1,M,40, High,408,0
61,1,M,40, Low,1616,12
61,1,M,80, High,80,0
61,1,M,80, Low,304,2
61,1,M,125, High,22,0
61,1,M,125, Low,52,0
61,1,F,40, High,407,0
61,1,F,40, Low,1647,4
61,1,F,80, High,83,0
61,1,F,80, Low,304,2
61,1,F,125, High,21,0
61,1,F,125, Low,56,1
62,2,M,40, High,1430,0
62,2,M,40, Low,635,0
62,2,M,80, High,260,0
62,2,M,80, Low,112,0
62,2,M,125, High,50,0
62,2,M,125, Low,21,0
62,2,F,40, High,1410,0
62,2,F,40, Low,652,0
62,2,F,80, High,247,0
62,2,F,80, Low,96,0
62,2,F,125, High,52,0
62,2,F,125, Low,35,0
62,1,M,40, High,408,0
62,1,M,40, Low,1616,9
62,1,M,80, High,80,0
62,1,M,80, Low,304,2
62,1,M,125, High,22,0
62,1,M,125, Low,52,2
62,1,F,40, High,407,0
62,1,F,40, Low,1647,5
62,1,F,80, High,83,0
62,1,F,80, Low,304,1
62,1,F,125, High,21,0
62,1,F,125, Low,56,1
63,2,M,40, High,1430,0
63,2,M,40, Low,635,0
63,2,M,80, High,260,0
63,2,M,80, Low,112,0
63,2,M,125, High,50,0
63,2,M,125, Low,21,0
63,2,F,40, High,1410,0
63,2,F,40, Low,652,0
63,2,F,80, High,247,0
63,2,F,80, Low,96,0
63,2,F,125, High,52,0
63,2,F,125, Low,35,0
63,1,M,40, High,408,0
63,1,M,40, Low,1616,9
63,1,M,80, High,80,0
63,1,M,80, Low,304,1
63,1,M,125, High,22,0
63,1,M,125, Low,52,2
63,1,F,40, High,407,0
63,1,F,40, Low,1647,7
63,1,F,80, High,83,0
63,1,F,80, Low,304,1
63,1,F,125, High,21,0
63,1,F,125, Low,56,0
64,2,M,40, High,1430,0
64,2,M,40, Low,635,0
64,2,M,80, High,260,0
64,2,M,80, Low,112,0
64,2,M,125, High,50,0
64,2,M,125, Low,21,0
64,2,F,40, High,1410,0
64,2,F,40, Low,652,0
64,2,F,80, High,247,0
64,2,F,80, Low,96,0
64,2,F,125, High,52,0
64,2,F,125, Low,35,0
64,1,M,40, High,408,0
64,1,M,40, Low,1616,9
64,1,M,80, High,80,0
64,1,M,80, Low,304,2
64,1,M,125, High,22,0
64,1,M,125, Low,52,2
64,1,F,40, High,407,0
64,1,F,40, Low,1647,7
64,1,F,80, High,83,0
64,1,F,80, Low,304,1
64,1,F,125, High,21,0
64,1,F,125, Low,56,0
65,2,M,40, High,1430,0
65,2,M,40, Low,635,0
65,2,M,80, High,260,0
65,2,M,80, Low,112,0
65,2,M,125, High,50,0
65,2,M,125, Low,21,0
65,2,F,40, High,1410,0
65,2,F,40, Low,652,0
65,2,F,80, High,247,0
65,2,F,80, Low,96,0
65,2,F,125, High,52,0
65,2,F,125, Low,35,0
65,1,M,40, High,408,0
65,1,M,40, Low,1616,5
65,1,M,80, High,80,0
65,1,M,80, Low,304,2
65,1,M,125, High,22,0
65,1,M,125, Low,52,2
65,1,F,40, High,407,0
65,1,F,40, Low,1647,9
65,1,F,80, High,83,0
65,1,F,80, Low,304,2
65,1,F,125, High,21,0
65,1,F,125, Low,56,0
66,2,M,40, High,1430,0
66,2,M,40, Low,635,0
66,2,M,80, High,260,0
66,2,M,80, Low,112,0
66,2,M,125, High,50,0
66,2,M,125, Low,21,0
66,2,F,40, High,1410,0
66,2,F,40, Low,652,0
66,2,F,80, High,247,0
66,2,F,80, Low,96,0
66,2,F,125, High,52,0
66,2,F,125, Low,35,0
66,1,M,40, High,408,0
66,1,M,40, Low,1616,5
66,1,M,80, High,80,0
66,1,M,80, Low,304,1
66,1,M,125, High,22,0
66,1,M,125, Low,52,2
66,1,F,40, High,407,0
66,1,F,40, Low,1647,6
66,1,F,80, High,83,0
66,1,F,80, Low,304,1
66,1,F,125, High,21,0
66,1,F,125, Low,56,0
67,2,M,40, High,1430,0
67,2,M,40, Low,635,0
67,2,M,80, High,260,0
67,2,M,80, Low,112,0
67,2,M,125, High,50,0
67,2,M,125, Low,21,0
67,2,F,40, High,1410,0
67,2,F,40, Low,652,0
67,2,F,80, High,247,0
67,2,F,80, Low,96,0
67,2,F,125, High,52,0
67,2,F,125, Low,35,0
67,1,M,40, High,408,0
67,1,M,40, Low,1616,3
67,1,M,80, High,80,0
67,1,M,80, Low,304,1
67,1,M,125, High,22,0
67,1,M,125, Low,52,0
67,1,F,40, High,407,0
67,1,F,40, Low,1647,3
67,1,F,80, High,83,0
67,1,F,80, Low,304,0
67,1,F,125, High,21,0
67,1,F,125, Low,56,0
68,2,M,40, High,1430,0
68,2,M,40, Low,635,0
68,2,M,80, High,260,0
68,2,M,80, Low,112,0
68,2,M,125, High,50,0
68,2,M,125, Low,21,0
68,2,F,40, High,1410,0
68,2,F,40, Low,652,0
68,2,F,80, High,247,0
68,2,F,80, Low,96,0
68,2,F,125, High,52,0
68,2,F,125, Low,35,0
68,1,M,40, High,408,0
68,1,M,40, Low,1616,4
68,1,M,80, High,80,0
68,1,M,80, Low,304,0
68,1,M,125, High,22,0
68,1,M,125, Low,52,0
68,1,F,40, High,407,0
68,1,F,40, Low,1647,3
68,1,F,80, High,83,0
68,1,F,80, Low,304,0
68,1,F,125, High,21,0
68,1,F,125, Low,56,0
69,2,M,40, High,1430,0
69,2,M,40, Low,635,0
69,2,M,80, High,260,0
69,2,M,80, Low,112,0
69,2,M,125, High,50,0
69,2,M,125, Low,21,0
69,2,F,40, High,1410,0
69,2,F,40, Low,652,0
69,2,F,80, High,247,0
69,2,F,80, Low,96,0
69,2,F,125, High,52,0
69,2,F,125, Low,35,0
69,1,M,40, High,408,0
69,1,M,40, Low,1615,3
69,1,M,80, High,80,0
69,1,M,80, Low,305,0
69,1,M,125, High,22,0
69,1,M,125, Low,52,0
69,1,F,40, High,407,0
69,1,F,40, Low,1647,2
69,1,F,80, High,83,0
69,1,F,80, Low,304,0
69,1,F,125, High,21,0
69,1,F,125, Low,56,0
70,2,M,40, High,1430,0
70,2,M,40, Low,635,0
70,2,M,80, High,260,0
70,2,M,80, Low,112,0
70,2,M,125, High,50,0
70,2,M,125, Low,21,0
70,2,F,40, High,1410,0
70,2,F,40, Low,652,0
70,2,F,80, High,247,0
70,2,F,80, Low,96,0
70,2,F,125, High,52,0
70,2,F,125, Low,35,0
70,1,M,40, High,408,0
70,1,M,40, Low,1615,2
70,1,M,80, High,80,0
70,1,M,80, Low,305,0
70,1,M,125, High,22,0
70,1,M,125, Low,52,0
70,1,F,40, High,407,0
70,1,F,40, Low,1647,1
70,1,F,80, High,83,0
70,1,F,80, Low,304,0
70,1,F,125, High,21,0
70,1,F,125, Low,56,0
71,2,M,40, High,1430,0
71,2,M,40, Low,635,0
71,2,M,80, High,260,0
71,2,M,80, Low,112,0
71,2,M,125, High,50,0
71,2,M,125, Low,21,0
71,2,F,40, High,1410,0
71,2,F,40, Low,652,0
71,2,F,80, High,247,0
71,2,F,80, Low,96,0
71,2,F,125, High,52,0
71,2,F,125, Low,35,0
71,1,M,40, High,408,0
71,1,M,40, Low,1615,1
71,1,M,80, High,80,0
71,1,M,80, Low,305,0
71,1,M,125, High,22,0
71,1,M,125, Low,52,0
71,1,F,40, High,407,0
71,1,F,40, Low,1647,1
71,1,F,80, High,83,0
71,1,F,80, Low,304,0
71,1,F,125, High,21,0
71,1,F,125, Low,56,0
72,2,M,40, High,1430,0
72,2,M,40, Low,635,0
72,2,M,80, High,260,0
72,2,M,80, Low,112,0
72,2,M,125, High,50,0
72,2,M,125, Low,21,0
72,2,F,40, High,1410,0
72,2,F,40, Low,652,0
72,2,F,80, High,247,0
72,2,F,80, Low,96,0
72,2,F,125, High,52,0
72,2,F,125, Low,35,0
72,1,M,40, High,408,0
72,1,M,40, Low,1615,1
72,1,M,80, High,80,0
72,1,M,80, Low,305,0
72,1,M,125, High,22,0
72,1,M,125, Low,52,0
72,1,F,40, High,407,0
72,1,F,40, Low,1647,1
72,1,F,80, High,83,0
72,1,F,80, Low,304,0
72,1,F,125, High,21,0
72,1,F,125, Low,56,0
73,2,M,40, High,1430,0
73,2,M,40, Low,635,0
73,2,M,80, High,260,0
73,2,M,80, Low,112,0
73,2,M,125, High,50,0
73,2,M,125, Low,21,0
73,2,F,40, High,1410,0
73,2,F,40, Low,652,0
73,2,F,80, High,247,0
73,2,F,80, Low,96,0
73,2,F,125, High,52,0
73,2,F,125, Low,35,0
73,1,M,40, High,408,0
73,1,M,40, Low,1615,1
73,1,M,80, High,80,0
73,1,M,80, Low,305,0
73,1,M,125, High,22,0
73,1,M,125, Low,52,0
73,1,F,40, High,407,0
73,1,F,40, Low,1647,0
73,1,F,80, High,83,0
73,1,F,80, Low,304,0
73,1,F,125, High,21,0
73,1,F,125, Low,56,0
74,2,M,40, High,1429,0
74,2,M,40, Low,635,0
74,2,M,80, High,261,0
74,2,M,80, Low,112,0
74,2,M,125, High,50,0
74,2,M,125, Low,21,0
74,2,F,40, High,1410,0
74,2,F,40, Low,652,0
74,2,F,80, High,247,0
74,2,F,80, Low,96,0
74,2,F,125, High,52,0
74,2,F,125, Low,35,0
74,1,M,40, High,408,0
74,1,M,40, Low,1615,1
74,1,M,80, High,80,0
74,1,M,80, Low,305,0
74,1,M,125, High,22,0
74,1,M,125, Low,52,0
74,1,F,40, High,407,0
74,1,F,40, Low,1647,0
74,1,F,80, High,83,0
74,1,F,80, Low,304,0
74,1,F,125, High,21,0
74,1,F,125, Low,56,0
75,2,M,40, High,1429,37
75,2,M,40, Low,635,3
75,2,M,80, High,261,12
75,2,M,80, Low,112,0
75,2,M,125, High,50,2
75,2,M,125, Low,21,0
75,2,F,40, High,1410,44
75,2,F,40, Low,652,2
75,2,F,80, High,247,4
75,2,F,80, Low,96,1
75,2,F,125, High,52,0
75,2,F,125, Low,35,0
75,1,M,40, High,408,0
75,1,M,40, Low,1615,0
75,1,M,80, High,80,0
75,1,M,80, Low,305,0
75,1,M,125, High,22,0
75,1,M,125, Low,52,0
75,1,F,40, High,407,0
75,1,F,40, Low,1647,0
75,1,F,80, High,83,0
75,1,F,80, Low,304,0
75,1,F,125, High,21,0
75,1,F,125, Low,56,0
76,2,M,40, High,1429,24
76,2,M,40, Low,635,3
76,2,M,80, High,261,7
76,2,M,80, Low,112,0
