Time,NodeID,NumIndividuals,NumInfected,AvgInfectiousness,AvgParasiteDensity,AvgGametocyteDensity,AvgVariantFractionPfEMP1Major,AvgNumInfections,AvgInfectionClearedDuration,NumInfectionsCleared,NumHasFever,NumHasClinicalSymptoms
0,2,100,0,0,0,0,0,0,0,0,0,0
0,1,100,0,0,0,0,0,0,0,0,0,0
1,2,100,100,0,0,0,0,1,0,0,0,0
1,1,100,100,0,0,0,0,1,0,0,0,0
2,2,100,100,0,0,0,0,1,0,0,0,0
2,1,100,100,0,0,0,0,1,0,0,0,0
3,2,100,100,0,0,0,0,1,0,0,0,0
3,1,100,100,0,0,0,0,1,0,0,0,0
4,2,100,100,0,0,0,0,1,0,0,0,0
4,1,100,100,0,0,0,0,1,0,0,0,0
5,2,100,100,0,0,0,0,1,0,0,0,0
5,1,100,100,0,0,0,0,1,0,0,0,0
6,2,100,100,0,0,0,0,1,0,0,0,0
6,1,100,100,0,0,0,0,1,0,0,0,0
7,2,100,100,0,0.0144103,0,0.005,1,0,0,0,0
7,1,100,100,0,0.0140902,0,0.005,1,0,0,0,0
8,2,100,100,0,0.0144034,0,0.005,1,0,0,0,0
8,1,100,100,0,0.0140838,0,0.005,1,0,0,0,0
9,2,100,100,0,0.22875,0,0.005,1,0,0,0,0
9,1,100,100,0,0.223679,0,0.005,1,0,0,0,0
10,2,100,100,0,0.228641,0,0.005,1,0,0,0,0
10,1,100,100,0,0.223578,0,0.005,1,0,0,0,0
11,2,100,100,0,3.55846,0,0.005,1,0,0,0,0
11,1,100,100,0,3.47976,0,0.005,1,0,0,0,0
12,2,100,100,0,3.55677,0,0.005,1,0,0,0,0
12,1,100,100,0,3.47818,0,0.005,1,0,0,0,0
13,2,100,100,0,55.3539,0,0.005,1,0,0,0,0
13,1,100,100,0,54.1325,0,0.005,1,0,0,0,0
14,2,100,100,0,55.3277,0,0.005,1,0,0,0,0
14,1,100,100,0,54.108,0,0.005,1,0,0,0,0
15,2,100,100,0,861.033,0,0.005,1,0,0,25,25
15,1,100,100,0,842.08,0,0.005,1,0,0,25,25
16,2,100,100,0,827.284,0,0.005,1,0,0,71,71
16,1,100,100,0,810.479,0,0.005,1,0,0,63,63
17,2,100,100,0,11501.4,0,0.005,1,0,0,100,100
17,1,100,100,0,11352.9,0,0.005,1,0,0,100,100
18,2,100,100,0,7455.99,0,0.005,1,0,0,100,100
18,1,100,100,0,7389.01,0,0.005,1,0,0,100,100
19,2,100,100,0,59442.6,0,0.005,1,0,0,100,100
19,1,100,100,0,58995.9,0,0.005,1,0,0,100,100
20,2,100,100,0,26179.8,0,0.005,1,0,0,44,100
20,1,100,100,0,26020.3,0,0.005,1,0,0,45,100
21,2,100,100,0,155135,0,0.005,1,0,0,100,100
21,1,100,100,0,154638,0,0.005,1,0,0,100,100
22,2,100,100,5.83749e-05,44739,0.0722426,0.005,1,0,0,0,100
22,1,100,100,5.70943e-05,44677.3,0.0706605,0.005,1,0,0,0,100
23,2,100,100,0.000303756,178972,0.0547313,0.005,1,0,0,100,100
23,1,100,100,0.000297219,178939,0.0535492,0.005,1,0,0,100,100
24,2,100,100,0.000942276,39834.1,1.1653,0.005,1,0,0,0,100
24,1,100,100,0.000921608,39867,1.13984,0.005,1,0,0,0,100
25,2,100,100,0.00488724,130174,0.882925,0.005,1,0,0,100,100
25,1,100,100,0.00478087,130406,0.863688,0.005,1,0,0,100,100
26,2,100,100,0.0149598,23743.9,18.1503,0.005,1,0,0,0,100
26,1,100,100,0.0146312,23810.1,17.7549,0.005,1,0,0,0,100
27,2,100,100,0.0732778,64348.3,13.7525,0.005,1,0,0,100,100
27,1,100,100,0.0718043,64580.5,13.4533,0.005,1,0,0,100,100
28,2,100,100,0.195845,10247.8,249.954,0.005,1,0,0,0,100
28,1,100,100,0.193366,10290.3,246.098,0.005,1,0,0,0,100
29,2,100,100,0.604722,25066.1,189.398,0.005,1,0,0,100,100
29,1,100,100,0.601762,25181.8,186.48,0.005,1,0,0,100,100
30,2,100,100,0.767335,3756.92,1463.7,0.005,1,0,0,0,100
30,1,100,100,0.765078,3774.94,1451.14,0.005,1,0,0,0,100
31,2,100,100,0.99679,8718.57,1109.17,0.005,1,0,0,100,100
31,1,100,100,0.996618,8762.85,1099.67,0.005,1,0,0,100,100
32,2,100,100,0.998356,1283.24,4446.9,0.005,1,0,0,0,100
32,1,100,100,0.998262,1289.93,4428.21,0.005,1,0,0,0,100
33,2,100,100,1,2899.36,3369.99,0.005,1,0,0,0,92
33,1,100,100,1,2915.01,3355.88,0.005,1,0,0,0,93
34,2,100,100,1,420.72,6895.74,0.005,1,0,0,0,72
34,1,100,100,1,423.032,6884.48,0.005,1,0,0,0,68
35,2,100,100,1,937.794,5225.97,0.005,1,0,0,0,0
35,1,100,100,1,943.07,5217.51,0.005,1,0,0,0,0
36,2,100,100,1,134.76,7198.57,0.005,1,0,0,0,0
36,1,100,100,1,135.525,7198.09,0.005,1,0,0,0,0
37,2,100,100,1,298.345,5455.58,0.005,1,0,0,0,0
37,1,100,100,1,300.063,5455.3,0.005,1,0,0,0,0
38,2,100,100,1,42.6587,5769.49,0.005,1,0,0,0,0
38,1,100,100,1,42.9064,5775.4,0.005,1,0,0,0,0
39,2,100,100,1,94.1208,4372.57,0.005,1,0,0,0,0
39,1,100,100,1,94.6758,4377.12,0.005,1,0,0,0,0
40,2,100,100,1,13.4237,3957.78,0.005,1,0,0,0,0
40,1,100,100,1,13.5035,3964.34,0.005,1,0,0,0,0
41,2,100,100,1,29.568,2999.53,0.005,1,0,0,0,0
41,1,100,100,1,29.7468,3004.55,0.005,1,0,0,0,0
42,2,100,100,1,4.21171,2498.53,0.005,1,0,0,0,0
42,1,100,100,1,4.23708,2503.55,0.005,1,0,0,0,0
43,2,100,100,1,9.27129,1893.6,0.005,1,0,0,0,0
43,1,100,100,1,9.32724,1897.44,0.005,1,0,0,0,0
44,2,100,100,1,1.31975,1510.25,0.005,1,0,0,0,0
44,1,100,100,1,1.32764,1513.6,0.005,1,0,0,0,0
45,2,100,100,1,2.90467,1144.6,0.005,1,0,0,0,0
45,1,100,100,1,2.9215,1147.15,0.005,1,0,0,0,0
46,2,100,100,0.999995,0.413296,891.81,0.005,1,0,0,0,0
46,1,100,100,0.999996,0.415761,893.901,0.005,1,0,0,0,0
47,2,100,100,0.999932,0.909415,675.893,0.005,1,0,0,0,0
47,1,100,100,0.999935,0.914778,677.489,0.005,1,0,0,0,0
48,2,100,100,0.999476,0.129384,519.998,0.005,1,0,0,0,0
48,1,100,100,0.999491,0.130117,521.263,0.005,1,0,0,0,0
49,2,100,100,0.997162,0.284663,394.102,0.005,1,0,0,0,0
49,1,100,100,0.997211,0.286223,395.065,0.005,1,0,0,0,0
50,2,100,100,0.989501,0.0404898,301.131,0.005,1,0,0,0,0
50,1,100,100,0.989625,0.0407326,301.879,0.005,1,0,0,0,0
51,2,100,100,0.969916,0.0891263,228.223,0.005,1,0,0,0,0
51,1,100,100,0.970169,0.0896938,228.795,0.005,1,0,0,0,0
52,2,100,100,0.932411,0.0126886,173.736,0.005,1,0,0,0,0
52,1,100,100,0.932837,0.0127666,174.177,0.005,1,0,0,0,0
53,2,100,100,0.872354,0.0279032,131.672,0.005,1,0,0,0,0
53,1,100,100,0.872971,0.0280499,132.009,0.005,1,0,0,0,0
54,2,100,100,0.792547,0.00396986,100.033,0.005,1,0,0,0,0
54,1,100,100,0.793326,0.00398564,100.292,0.005,1,0,0,0,0
55,2,100,100,0.698005,0.0087258,75.8141,0.005,1,0,0,0,0
55,1,100,100,0.698885,0.00876947,76.0116,0.005,1,0,0,0,0
56,2,100,100,0.598115,0.00124026,57.5345,0.005,1,0,0,0,0
56,1,100,100,0.599023,0.00124746,57.6853,0.005,1,0,0,0,0
57,2,100,100,0.499723,0.00273937,43.6048,0.005,1,0,0,0,0
57,1,100,100,0.500597,0.00275265,43.7197,0.005,1,0,0,0,0
58,2,100,100,0.409181,0.000391718,33.0711,0.005,1,0,0,0,0
58,1,100,100,0.409981,0.000391471,33.1592,0.005,1,0,0,0,0
59,2,100,100,0.329272,0.000851333,25.0644,0.005,1,0,0,0,0
59,1,100,100,0.32997,0.000871067,25.1315,0.005,1,0,0,0,0
60,2,100,100,0.261499,0.000121109,19.0036,0.005,1,0,0,0,0
60,1,100,100,0.262085,0.000124257,19.0546,0.005,1,0,0,0,0
61,2,100,100,0.205406,0.000264222,14.4027,0.005,1,0,0,0,0
61,1,100,100,0.20589,0.000274977,14.4416,0.005,1,0,0,0,0
62,2,100,100,0.160038,3.80717e-05,10.918,0.005,1,0,0,0,0
62,1,100,100,0.160432,3.90417e-05,10.9478,0.005,1,0,0,0,0
63,2,100,100,0.123866,7.99326e-05,8.27467,0.005,1,0,0,0,0
63,1,100,100,0.124179,8.18319e-05,8.29729,0.005,1,0,0,0,0
64,2,100,100,0.0954048,1.14053e-05,6.27211,0.005,1,0,0,0,0
64,1,100,100,0.0956512,1.12795e-05,6.2893,0.005,1,0,0,0,0
65,2,100,100,0.0731951,2.31766e-05,4.75362,0.005,1,0,0,0,0
65,1,100,100,0.0733869,2.4016e-05,4.76669,0.005,1,0,0,0,0
66,2,100,100,0.0559953,3.32004e-06,3.60295,0.005,1,0,0,0,0
66,1,100,100,0.0561434,3.40787e-06,3.61286,0.005,1,0,0,0,0
67,2,100,100,0.0427384,6.73125e-06,2.73058,0.005,1,0,0,0,0
67,1,100,100,0.0428543,6.52923e-06,2.73825,0.005,1,0,0,0,0
68,2,100,100,0.0325668,9.38343e-07,2.06956,0.005,1,0,0,0,0
68,1,100,100,0.0326552,8.99031e-07,2.07536,0.005,1,0,0,0,0
69,2,100,93,0.0234744,1.31463e-06,1.48602,0.005,1,69,7,0,0
69,1,100,96,0.0241512,2.10503e-06,1.52886,0.005,1,69,4,0,0
70,2,100,93,0.0178482,1.80065e-07,1.12633,0.005,1,0,0,0,0
70,1,100,96,0.0183616,2.99654e-07,1.15873,0.005,1,0,0,0,0
71,2,100,75,0.011512,1.69349e-07,0.725032,0.005,1,71,18,0,0
71,1,100,79,0.0119558,2.47375e-07,0.752904,0.005,1,71,17,0,0
72,2,100,75,0.00874229,2.54378e-08,0.549563,0.005,1,0,0,0,0
72,1,100,79,0.00907857,3.8065e-08,0.570653,0.005,1,0,0,0,0
73,2,100,47,0.00433193,4.231e-08,0.271988,0.005,1,73,28,0,0
73,1,100,37,0.0033625,1.75773e-07,0.21111,0.005,1,73,42,0,0
74,2,100,47,0.00328755,4.47851e-09,0.206179,0.005,1,0,0,0,0
74,1,100,37,0.00255163,9.02937e-09,0.160028,0.005,1,0,0,0,0
75,2,100,5,0.000267361,0,0.016755,0.005,1,74.9881,42,0,0
75,1,100,8,0.000433725,0,0.0271832,0.005,1,75,29,0,0
76,2,100,5,0.00020285,0,0.0127026,0.005,1,0,0,0,0
76,1,100,8,0.000328971,0,0.0206049,0.005,1,0,0,0,0
77,2,100,0,0,0,0,0.005,0,77,5,0,0
77,1,100,1,3.12632e-05,0,0.00195535,0.005,1,77,7,0,0
78,2,100,0,0,0,0,0.005,0,0,0,0,0
78,1,100,1,2.37079e-05,0,0.00148164,0.005,1,0,0,0,0
79,2,100,0,0,0,0,0.005,0,0,0,0,0
79,1,100,0,0,0,0,0.005,0,79,1,0,0
80,2,100,0,0,0,0,0.005,0,0,0,0,0
80,1,100,0,0,0,0,0.005,0,0,0,0,0
81,2,100,0,0,0,0,0.005,0,0,0,0,0
81,1,100,0,0,0,0,0.005,0,0,0,0,0
82,2,100,0,0,0,0,0.005,0,0,0,0,0
82,1,100,0,0,0,0,0.005,0,0,0,0,0
83,2,100,0,0,0,0,0.005,0,0,0,0,0
83,1,100,0,0,0,0,0.005,0,0,0,0,0
84,2,100,0,0,0,0,0.005,0,0,0,0,0
84,1,100,0,0,0,0,0.005,0,0,0,0,0
85,2,100,0,0,0,0,0.005,0,0,0,0,0
85,1,100,0,0,0,0,0.005,0,0,0,0,0
86,2,100,0,0,0,0,0.005,0,0,0,0,0
86,1,100,0,0,0,0,0.005,0,0,0,0,0
87,2,100,0,0,0,0,0.005,0,0,0,0,0
87,1,100,0,0,0,0,0.005,0,0,0,0,0
88,2,100,0,0,0,0,0.005,0,0,0,0,0
88,1,100,0,0,0,0,0.005,0,0,0,0,0
89,2,100,0,0,0,0,0.005,0,0,0,0,0
89,1,100,0,0,0,0,0.005,0,0,0,0,0
90,2,100,0,0,0,0,0.005,0,0,0,0,0
90,1,100,0,0,0,0,0.005,0,0,0,0,0
91,2,100,0,0,0,0,0.005,0,0,0,0,0
91,1,100,0,0,0,0,0.005,0,0,0,0,0
92,2,100,0,0,0,0,0.005,0,0,0,0,0
92,1,100,0,0,0,0,0.005,0,0,0,0,0
93,2,100,0,0,0,0,0.005,0,0,0,0,0
93,1,100,0,0,0,0,0.005,0,0,0,0,0
94,2,100,0,0,0,0,0.005,0,0,0,0,0
94,1,100,0,0,0,0,0.005,0,0,0,0,0
95,2,100,0,0,0,0,0.005,0,0,0,0,0
95,1,100,0,0,0,0,0.005,0,0,0,0,0
96,2,100,0,0,0,0,0.005,0,0,0,0,0
96,1,100,0,0,0,0,0.005,0,0,0,0,0
97,2,100,0,0,0,0,0.005,0,0,0,0,0
97,1,100,0,0,0,0,0.005,0,0,0,0,0
98,2,100,0,0,0,0,0.005,0,0,0,0,0
98,1,100,0,0,0,0,0.005,0,0,0,0,0
99,2,100,0,0,0,0,0.005,0,0,0,0,0
99,1,100,0,0,0,0,0.005,0,0,0,0,0
100,2,100,0,0,0,0,0.005,0,0,0,0,0
100,1,100,0,0,0,0,0.005,0,0,0,0,0
101,2,100,0,0,0,0,0.005,0,0,0,0,0
101,1,100,0,0,0,0,0.005,0,0,0,0,0
102,2,100,0,0,0,0,0.005,0,0,0,0,0
102,1,100,0,0,0,0,0.005,0,0,0,0,0
103,2,100,0,0,0,0,0.005,0,0,0,0,0
103,1,100,0,0,0,0,0.005,0,0,0,0,0
104,2,100,0,0,0,0,0.005,0,0,0,0,0
104,1,100,0,0,0,0,0.005,0,0,0,0,0
105,2,100,0,0,0,0,0.005,0,0,0,0,0
105,1,100,0,0,0,0,0.005,0,0,0,0,0
106,2,100,0,0,0,0,0.005,0,0,0,0,0
106,1,100,0,0,0,0,0.005,0,0,0,0,0
107,2,100,0,0,0,0,0.005,0,0,0,0,0
107,1,100,0,0,0,0,0.005,0,0,0,0,0
108,2,100,0,0,0,0,0.005,0,0,0,0,0
108,1,100,0,0,0,0,0.005,0,0,0,0,0
109,2,100,0,0,0,0,0.005,0,0,0,0,0
109,1,100,0,0,0,0,0.005,0,0,0,0,0
110,2,100,0,0,0,0,0.005,0,0,0,0,0
110,1,100,0,0,0,0,0.005,0,0,0,0,0
111,2,100,0,0,0,0,0.005,0,0,0,0,0
111,1,100,0,0,0,0,0.005,0,0,0,0,0
112,2,100,0,0,0,0,0.005,0,0,0,0,0
112,1,100,0,0,0,0,0.005,0,0,0,0,0
113,2,100,0,0,0,0,0.005,0,0,0,0,0
113,1,100,0,0,0,0,0.005,0,0,0,0,0
114,2,100,0,0,0,0,0.005,0,0,0,0,0
114,1,100,0,0,0,0,0.005,0,0,0,0,0
115,2,100,0,0,0,0,0.005,0,0,0,0,0
115,1,100,0,0,0,0,0.005,0,0,0,0,0
116,2,100,0,0,0,0,0.005,0,0,0,0,0
116,1,100,0,0,0,0,0.005,0,0,0,0,0
117,2,100,0,0,0,0,0.005,0,0,0,0,0
117,1,100,0,0,0,0,0.005,0,0,0,0,0
118,2,100,0,0,0,0,0.005,0,0,0,0,0
118,1,100,0,0,0,0,0.005,0,0,0,0,0
119,2,100,0,0,0,0,0.005,0,0,0,0,0
119,1,100,0,0,0,0,0.005,0,0,0,0,0
120,2,100,0,0,0,0,0.005,0,0,0,0,0
120,1,100,0,0,0,0,0.005,0,0,0,0,0
121,2,100,0,0,0,0,0.005,0,0,0,0,0
121,1,100,0,0,0,0,0.005,0,0,0,0,0
122,2,100,0,0,0,0,0.005,0,0,0,0,0
122,1,100,0,0,0,0,0.005,0,0,0,0,0
123,2,100,0,0,0,0,0.005,0,0,0,0,0
123,1,100,0,0,0,0,0.005,0,0,0,0,0
124,2,100,0,0,0,0,0.005,0,0,0,0,0
124,1,100,0,0,0,0,0.005,0,0,0,0,0
125,2,100,0,0,0,0,0.005,0,0,0,0,0
125,1,100,0,0,0,0,0.005,0,0,0,0,0
126,2,100,0,0,0,0,0.005,0,0,0,0,0
126,1,100,0,0,0,0,0.005,0,0,0,0,0
127,2,100,0,0,0,0,0.005,0,0,0,0,0
127,1,100,0,0,0,0,0.005,0,0,0,0,0
128,2,100,0,0,0,0,0.005,0,0,0,0,0
128,1,100,0,0,0,0,0.005,0,0,0,0,0
129,2,100,0,0,0,0,0.005,0,0,0,0,0
129,1,100,0,0,0,0,0.005,0,0,0,0,0
130,2,100,0,0,0,0,0.005,0,0,0,0,0
130,1,100,0,0,0,0,0.005,0,0,0,0,0
131,2,100,0,0,0,0,0.005,0,0,0,0,0
131,1,100,0,0,0,0,0.005,0,0,0,0,0
132,2,100,0,0,0,0,0.005,0,0,0,0,0
132,1,100,0,0,0,0,0.005,0,0,0,0,0
133,2,100,0,0,0,0,0.005,0,0,0,0,0
133,1,100,0,0,0,0,0.005,0,0,0,0,0
134,2,100,0,0,0,0,0.005,0,0,0,0,0
134,1,100,0,0,0,0,0.005,0,0,0,0,0
135,2,100,0,0,0,0,0.005,0,0,0,0,0
135,1,100,0,0,0,0,0.005,0,0,0,0,0
136,2,100,0,0,0,0,0.005,0,0,0,0,0
136,1,100,0,0,0,0,0.005,0,0,0,0,0
137,2,100,0,0,0,0,0.005,0,0,0,0,0
137,1,100,0,0,0,0,0.005,0,0,0,0,0
138,2,100,0,0,0,0,0.005,0,0,0,0,0
138,1,100,0,0,0,0,0.005,0,0,0,0,0
139,2,100,0,0,0,0,0.005,0,0,0,0,0
139,1,100,0,0,0,0,0.005,0,0,0,0,0
140,2,100,0,0,0,0,0.005,0,0,0,0,0
140,1,100,0,0,0,0,0.005,0,0,0,0,0
141,2,100,0,0,0,0,0.005,0,0,0,0,0
141,1,100,0,0,0,0,0.005,0,0,0,0,0
142,2,100,0,0,0,0,0.005,0,0,0,0,0
142,1,100,0,0,0,0,0.005,0,0,0,0,0
143,2,100,0,0,0,0,0.005,0,0,0,0,0
143,1,100,0,0,0,0,0.005,0,0,0,0,0
144,2,100,0,0,0,0,0.005,0,0,0,0,0
144,1,100,0,0,0,0,0.005,0,0,0,0,0
145,2,100,0,0,0,0,0.005,0,0,0,0,0
145,1,100,0,0,0,0,0.005,0,0,0,0,0
146,2,100,0,0,0,0,0.005,0,0,0,0,0
146,1,100,0,0,0,0,0.005,0,0,0,0,0
147,2,100,0,0,0,0,0.005,0,0,0,0,0
147,1,100,0,0,0,0,0.005,0,0,0,0,0
148,2,100,0,0,0,0,0.005,0,0,0,0,0
148,1,100,0,0,0,0,0.005,0,0,0,0,0
149,2,100,0,0,0,0,0.005,0,0,0,0,0
149,1,100,0,0,0,0,0.005,0,0,0,0,0
150,2,100,0,0,0,0,0.005,0,0,0,0,0
150,1,100,0,0,0,0,0.005,0,0,0,0,0
151,2,100,100,0,0,0,0.005,1,0,0,0,0
151,1,100,100,0,0,0,0.005,1,0,0,0,0
152,2,100,100,0,0,0,0.005,1,0,0,0,0
152,1,100,100,0,0,0,0.005,1,0,0,0,0
153,2,100,100,0,0,0,0.005,1,0,0,0,0
153,1,100,100,0,0,0,0.005,1,0,0,0,0
154,2,100,100,0,0,0,0.005,1,0,0,0,0
154,1,100,100,0,0,0,0.005,1,0,0,0,0
155,2,100,100,0,0,0,0.005,1,0,0,0,0
155,1,100,100,0,0,0,0.005,1,0,0,0,0
156,2,100,100,0,0,0,0.005,1,0,0,0,0
156,1,100,100,0,0,0,0.005,1,0,0,0,0
157,2,100,100,0,0.0134454,0,0.005,1,0,0,0,0
157,1,100,100,0,0.013183,0,0.005,1,0,0,0,0
158,2,100,100,0,0.00516746,0,0.005,1,0,0,0,0
158,1,100,100,0,0.00507038,0,0.005,1,0,0,0,0
159,2,100,100,0,0.0217682,0,0.005,1,0,0,0,0
159,1,100,100,0,0.0215242,0,0.005,1,0,0,0,0
160,2,100,100,0,0.00487066,0,0.005,1,0,0,0,0
160,1,100,100,0,0.00481298,0,0.005,1,0,0,0,0
161,2,100,100,0,0.0148504,0,0.005,1,0,0,0,0
161,1,100,100,0,0.0146309,0,0.005,1,0,0,0,0
162,2,100,100,0,0.00265619,0,0.005,1,0,0,0,0
162,1,100,100,0,0.00261268,0,0.005,1,0,0,0,0
163,2,100,100,0,0.00691402,0,0.005,1,0,0,0,0
163,1,100,100,0,0.00677181,0,0.005,1,0,0,0,0
164,2,100,100,0,0.00110455,0,0.005,1,0,0,0,0
164,1,100,100,0,0.0010828,0,0.005,1,0,0,0,0
165,2,100,100,0,0.00263914,0,0.005,1,0,0,0,0
165,1,100,100,0,0.00259588,0,0.005,1,0,0,0,0
166,2,100,100,0,0.000398361,0,0.005,1,0,0,0,0
166,1,100,100,0,0.000393372,0,0.005,1,0,0,0,0
167,2,100,100,0,0.000915901,0,0.005,1,0,0,0,0
167,1,100,100,0,0.00089422,0,0.005,1,0,0,0,0
168,2,100,100,0,0.000133309,0,0.005,1,0,0,0,0
168,1,100,100,0,0.000131741,0,0.005,1,0,0,0,0
169,2,100,100,0,0.000301662,0,0.005,1,0,0,0,0
169,1,100,100,0,0.000294742,0,0.005,1,0,0,0,0
170,2,100,100,0,4.2842e-05,0,0.005,1,0,0,0,0
170,1,100,100,0,4.34239e-05,0,0.005,1,0,0,0,0
171,2,100,100,0,9.52811e-05,0,0.005,1,0,0,0,0
171,1,100,100,0,9.57191e-05,0,0.005,1,0,0,0,0
172,2,100,100,5.92836e-06,1.35484e-05,0.000369556,0.005,1,0,0,0,0
172,1,100,100,5.84514e-06,1.37074e-05,0.000364381,0.005,1,0,0,0,0
173,2,100,100,4.49251e-06,2.82658e-05,0.000279831,0.005,1,0,0,0,0
173,1,100,100,4.42536e-06,2.67456e-05,0.000275337,0.005,1,0,0,0,0
174,2,100,100,6.18728e-06,3.81657e-06,0.000385006,0.005,1,0,0,0,0
174,1,100,100,6.07973e-06,3.80289e-06,0.000378064,0.005,1,0,0,0,0
175,2,100,100,4.69165e-06,7.01078e-06,0.000292369,0.005,1,0,0,0,0
175,1,100,100,4.59772e-06,6.29759e-06,0.000285631,0.005,1,0,0,0,0
176,2,100,100,4.62401e-06,9.01389e-07,0.00028723,0.005,1,0,0,0,0
176,1,100,100,4.53086e-06,7.41679e-07,0.000281143,0.005,1,0,0,0,0
177,2,100,100,3.48889e-06,1.4984e-06,0.000216695,0.005,1,0,0,0,0
177,1,100,100,3.43758e-06,8.45713e-07,0.000212885,0.005,1,0,0,0,0
178,2,100,100,2.98808e-06,2.43396e-07,0.000184959,0.005,1,0,0,0,0
178,1,100,100,2.96149e-06,1.09778e-07,0.000182391,0.005,1,0,0,0,0
179,2,100,92,2.10103e-06,4.58185e-07,0.000129803,0.005,1,29,8,0,0
179,1,100,93,2.09987e-06,9.59657e-08,0.00012906,0.005,1,29,7,0,0
180,2,100,92,1.68975e-06,4.10569e-08,0.000103227,0.005,1,0,0,0,0
180,1,100,93,1.67975e-06,2.48635e-08,0.000102399,0.005,1,0,0,0,0
181,2,100,25,3.93899e-07,0,2.39811e-05,0.005,1,31,67,0,0
181,1,100,15,2.59523e-07,0,1.54331e-05,0.005,1,31,78,0,0
182,2,100,25,3.10578e-07,0,1.87472e-05,0.005,1,0,0,0,0
182,1,100,15,2.06076e-07,0,1.21111e-05,0.005,1,0,0,0,0
183,2,100,2,9.25977e-09,0,5.43276e-07,0.005,1,33,23,0,0
183,1,100,0,0,0,0,0.005,0,33,15,0,0
184,2,100,2,6.74316e-09,0,3.98418e-07,0.005,1,0,0,0,0
184,1,100,0,0,0,0,0.005,0,0,0,0,0
