Time,NodeID,NumIndividuals,NumInfected,AvgInfectiousness,AvgParasiteDensity,AvgGametocyteDensity,AvgVariantFractionPfEMP1Major,AvgNumInfections,AvgInfectionClearedDuration,NumInfectionsCleared,NumHasFever,NumHasClinicalSymptoms,TotalUniqueGenomes,TotalUniqueBarcodes,UniqueGenomesLast_1_Years,UniqueBarcodesLast_1_Years,CurrentUniqueGenomes,CurrentUniqueBarcodes,CurrentNumInfections,NumBitesDeliveredCurrentInfections,NumBitesDeliveredMultipleCurrentInfections,NumNewInfectionsInLastYear,NumTotalRoots,FractionOfRootsPresentInLastYear,TA,AT,TT,OtherBarcodes,TA,AT,TT,OtherDrugResistance
0,4,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,4,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,3,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,4,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,3,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,4,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,3,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,3,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,4,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,3,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,2,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,4,1000,1000,0,0,0,0,1,0,0,0,0,1000,1,1000,1,1000,1,1000,0,0,4000,4000,1,0,0,1000,0,0,0,1000,0
10,3,1000,1000,0,0,0,0,1,0,0,0,0,2000,2,2000,2,1000,1,1000,0,0,4000,4000,1,0,1000,0,0,0,1000,0,0
10,2,1000,1000,0,0,0,0,1,0,0,0,0,3000,3,3000,3,1000,1,1000,0,0,4000,4000,1,1000,0,0,0,1000,0,0,0
10,1,1000,1000,0,0,0,0,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,0,0,1000,0,0,0,1000
11,4,1000,1000,0,0,0,0,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,0,1000,0,0,0,1000,0
11,3,1000,1000,0,0,0,0,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,1000,0,0,0,1000,0,0
11,2,1000,1000,0,0,0,0,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,1000,0,0,0,1000,0,0,0
11,1,1000,1000,0,0,0,0,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,0,0,1000,0,0,0,1000
12,4,1000,1000,0,0,0,0,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,0,1000,0,0,0,1000,0
12,3,1000,1000,0,0,0,0,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,1000,0,0,0,1000,0,0
12,2,1000,1000,0,0,0,0,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,1000,0,0,0,1000,0,0,0
12,1,1000,1000,0,0,0,0,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,0,0,1000,0,0,0,1000
13,4,1000,1000,0,0,0,0,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,0,1000,0,0,0,1000,0
13,3,1000,1000,0,0,0,0,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,1000,0,0,0,1000,0,0
13,2,1000,1000,0,0,0,0,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,1000,0,0,0,1000,0,0,0
13,1,1000,1000,0,0,0,0,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,0,0,1000,0,0,0,1000
14,4,1000,1000,0,0,0,0,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,0,1000,0,0,0,1000,0
14,3,1000,1000,0,0,0,0,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,1000,0,0,0,1000,0,0
14,2,1000,1000,0,0,0,0,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,1000,0,0,0,1000,0,0,0
14,1,1000,1000,0,0,0,0,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,0,0,1000,0,0,0,1000
15,4,1000,1000,0,0,0,0,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,0,1000,0,0,0,1000,0
15,3,1000,1000,0,0,0,0,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,1000,0,0,0,1000,0,0
15,2,1000,1000,0,0,0,0,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,1000,0,0,0,1000,0,0,0
15,1,1000,1000,0,0,0,0,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,0,0,1000,0,0,0,1000
16,4,1000,1000,0,0.0129895,0,0.0165699,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,0,1000,0,0,0,1000,0
16,3,1000,1000,0,0.0126669,0,0.0165399,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,1000,0,0,0,1000,0,0
16,2,1000,1000,0,0.0122374,0,0.0165266,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,1000,0,0,0,1000,0,0,0
16,1,1000,1000,0,0.0124916,0,0.0165799,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,0,0,1000,0,0,0,1000
17,4,1000,1000,0,0.0129838,0,0.0165699,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,0,1000,0,0,0,1000,0
17,3,1000,1000,0,0.0126614,0,0.0165399,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,1000,0,0,0,1000,0,0
17,2,1000,1000,0,0.0122326,0,0.0165266,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,1000,0,0,0,1000,0,0,0
17,1,1000,1000,0,0.0124863,0,0.0165799,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,0,0,1000,0,0,0,1000
18,4,1000,1000,0,0.206186,0,0.0165699,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,0,1000,0,0,0,1000,0
18,3,1000,1000,0,0.201066,0,0.0165399,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,1000,0,0,0,1000,0,0
18,2,1000,1000,0,0.194272,0,0.0165266,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,1000,0,0,0,1000,0,0,0
18,1,1000,1000,0,0.198288,0,0.0165799,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,0,0,1000,0,0,0,1000
19,4,1000,1000,0,0.206096,0,0.0165699,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,0,1000,0,0,0,1000,0
19,3,1000,1000,0,0.200979,0,0.0165399,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,1000,0,0,0,1000,0,0
19,2,1000,1000,0,0.194195,0,0.0165266,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,1000,0,0,0,1000,0,0,0
19,1,1000,1000,0,0.198204,0,0.0165799,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,0,0,1000,0,0,0,1000
20,4,1000,1000,0,3.20732,0,0.0165699,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,0,1000,0,0,0,1000,0
20,3,1000,1000,0,3.12769,0,0.0165399,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,1000,0,0,0,1000,0,0
20,2,1000,1000,0,3.02236,0,0.0165266,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,1000,0,0,0,1000,0,0,0
20,1,1000,1000,0,3.08456,0,0.0165799,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,0,0,1000,0,0,0,1000
21,4,1000,1000,0,3.20593,0,0.0165699,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,0,1000,0,0,0,1000,0
21,3,1000,1000,0,3.12635,0,0.0165399,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,1000,0,0,0,1000,0,0
21,2,1000,1000,0,3.02118,0,0.0165266,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,1000,0,0,0,1000,0,0,0
21,1,1000,1000,0,3.08325,0,0.0165799,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,0,0,1000,0,0,0,1000
22,4,1000,1000,0,49.8896,0,0.0165699,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,0,1000,0,0,0,1000,0
22,3,1000,1000,0,48.6513,0,0.0165399,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,1000,0,0,0,1000,0,0
22,2,1000,1000,0,47.0185,0,0.0165266,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,1000,0,0,0,1000,0,0,0
22,1,1000,1000,0,47.9813,0,0.0165799,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,0,0,1000,0,0,0,1000
23,4,1000,1000,0,49.8679,0,0.0165699,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,0,1000,0,0,0,1000,0
23,3,1000,1000,0,48.6303,0,0.0165399,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,1000,0,0,0,1000,0,0
23,2,1000,1000,0,47.0002,0,0.0165266,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,1000,0,0,0,1000,0,0,0
23,1,1000,1000,0,47.9611,0,0.0165799,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,0,0,1000,0,0,0,1000
24,4,1000,1000,0,776.012,0,0.0165699,1,0,0,192,192,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,0,1000,0,0,0,1000,0
24,3,1000,1000,0,756.755,0,0.0165399,1,0,0,179,179,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,1000,0,0,0,1000,0,0
24,2,1000,1000,0,731.449,0,0.0165266,1,0,0,174,174,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,1000,0,0,0,1000,0,0,0
24,1,1000,1000,0,746.352,0,0.0165799,1,0,0,173,173,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,0,0,1000,0,0,0,1000
25,4,1000,1000,0,748.102,0,0.0165699,1,0,0,570,570,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,0,1000,0,0,0,1000,0
25,3,1000,1000,0,730.224,0,0.0165399,1,0,0,583,583,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,1000,0,0,0,1000,0,0
25,2,1000,1000,0,708.606,0,0.0165266,1,0,0,569,569,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,1000,0,0,0,1000,0,0,0
25,1,1000,1000,0,720.943,0,0.0165799,1,0,0,566,566,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,0,0,1000,0,0,0,1000
26,4,1000,1000,0,10502.2,0,0.0165699,1,0,0,1000,1000,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,0,1000,0,0,0,1000,0
26,3,1000,1000,0,10265.9,0,0.0165399,1,0,0,1000,1000,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,1000,0,0,0,1000,0,0
26,2,1000,1000,0,10098.3,0,0.0165266,1,0,0,1000,1000,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,1000,0,0,0,1000,0,0,0
26,1,1000,1000,0,10169.9,0,0.0165799,1,0,0,1000,1000,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,0,0,1000,0,0,0,1000
27,4,1000,1000,0,7004.69,0,0.0165699,1,0,0,1000,1000,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,0,1000,0,0,0,1000,0
27,3,1000,1000,0,6920.39,0,0.0165399,1,0,0,1000,1000,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,1000,0,0,0,1000,0,0
27,2,1000,1000,0,6844.76,0,0.0165266,1,0,0,1000,1000,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,1000,0,0,0,1000,0,0,0
27,1,1000,1000,0,6877.75,0,0.0165799,1,0,0,1000,1000,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,0,0,1000,0,0,0,1000
28,4,1000,1000,0,56330.8,0,0.0165699,1,0,0,1000,1000,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,0,1000,0,0,0,1000,0
28,3,1000,1000,0,55742.7,0,0.0165399,1,0,0,1000,1000,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,1000,0,0,0,1000,0,0
28,2,1000,1000,0,55208.2,0,0.0165266,1,0,0,1000,1000,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,1000,0,0,0,1000,0,0,0
28,1,1000,1000,0,55459.9,0,0.0165799,1,0,0,1000,1000,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,0,0,1000,0,0,0,1000
29,4,1000,1000,0,24959.1,0,0.0165699,1,0,0,504,1000,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,0,1000,0,0,0,1000,0
29,3,1000,1000,0,24794.6,0,0.0165399,1,0,0,505,1000,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,1000,0,0,0,1000,0,0
29,2,1000,1000,0,24675.6,0,0.0165266,1,0,0,504,1000,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,1000,0,0,0,1000,0,0,0
29,1,1000,1000,0,24723.5,0,0.0165799,1,0,0,518,1000,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,0,0,1000,0,0,0,1000
30,4,1000,1000,0,106308,0,0.0165699,1,0,0,1000,1000,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,0,1000,0,0,0,1000,0
30,3,1000,1000,0,75643.2,0,0.0165399,1,0,0,1000,1000,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,1000,0,0,0,1000,0,0
30,2,1000,1000,0,38278.3,0,0.0165266,1,0,0,1000,1000,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,1000,0,0,0,1000,0,0,0
30,1,1000,1000,0,9845.07,0,0.0165799,1,0,0,1000,1000,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,0,0,1000,0,0,0,1000
31,4,1000,1000,5.40135e-05,20662.3,0.0651432,0.0165699,1,0,0,0,1000,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,0,1000,0,0,0,1000,0
31,3,1000,1000,5.43598e-05,9870.59,0.0635279,0.0165399,1,0,0,0,1000,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,1000,0,0,0,1000,0,0
31,2,1000,1000,5.77072e-05,2242.65,0.0614153,0.0165266,1,0,0,0,1000,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,1000,0,0,0,1000,0,0,0
31,1,1000,1000,8.35131e-05,117.37,0.0626572,0.0165799,1,0,0,0,1000,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,0,0,1000,0,0,0,1000
32,4,1000,1000,0.00027887,55159.8,0.0493603,0.0165699,1,0,0,1000,1000,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,0,1000,0,0,0,1000,0
32,3,1000,1000,0.000277851,17498,0.0481363,0.0165399,1,0,0,1000,1000,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,1000,0,0,0,1000,0,0
32,2,1000,1000,0.000285852,1748.68,0.0465377,0.0165266,1,0,0,0,983,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,1000,0,0,0,1000,0,0,0
32,1,1000,1000,0.000361278,17.7177,0.0474749,0.0165799,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,0,0,1000,0,0,0,1000
